Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County
TX-W-15215,"Valley Mills Vineyards, Llc",Valley Mills Vineyards,8532 N Highway 6,Waco,TX,76712,2611,Mclennan
TX-W-15216,"Sweet Taste Of Paradise Enterprises, Llc",Sweet Taste Of Paradise Winery,812 County Road 3592,Paradise,TX,76073,0,Wise
TX-W-15217,"The 501 Winery, Llc",The 501 Winery,204 Commerce St,Childress,TX,79201,4524,Childress
TX-W-15220,"L'italiano Winery, Llc", ,5120 Hopper Rd,Burleson,TX,76028,3051,Johnson
TX-W-15221,"Retreat Hill Wine & Food Company, Llc",Retreat Hill Cellars,211 Liberty St,Montgomery,TX,77356,0,Montgomery
TX-W-15222,"3v Promotions, Llc",Christoval Winery,5000a Crall Rd,Christoval,TX,76935,0,Tom Green
TX-W-15223,"Westcave Cellars, L.L.C.",Westcave Cellars,25711 Hamilton Pool Rd,Round Mountain,TX,78663,0,Blanco
TX-W-15224,"Kiepersol Enterprises, Inc.",Ke Cellars 3,1565 Fm 2493 E,Bullard,TX,75757,8573,Smith
TX-W-15225,"Kiepersol Enterprises, Inc.",Kiepersol Estates Vineyards,21081 County Road 113,Tyler,TX,75703,8829,Smith
TX-W-15226,"Kiepersol Enterprises, Inc.",Ke Cellars,4574 S Broadway Ave,Tyler,TX,75703,1305,Smith
TX-W-15227,"Kiepersol Enterprises, Inc.",Ke Cellars 5,13387 Highway 69 N,Tyler,TX,75706,0,Smith
TX-W-15228,Mnm Beverage Company Llc,Texas Mead Works,5151 Fm 20,Seguin,TX,78155,9009,Guadalupe
TX-W-15229,Douglas S. Reed,Lavaca Bluffs Vineyard And Winery,172 Private Rd,Lolita,TX,77971,0,Jackson
TX-W-15230,"Caprock Winery Partners, Llc",Caprock Winery,408 E Woodrow Rd,Lubbock,TX,79423,7809,Lubbock
TX-W-15231,"Mitas Hill Vineyard, Llc",Mitas Hill Vineyard,2005 Mitas Dr,Mc Kinney,TX,75069,450,Collin
TX-W-15232,Hawk's Shadow Llc,Hawk's Shadow Estate,7500 Mcgregor Ln,Dripping Springs,TX,78620,4482,Hays
TX-W-15234,Wine Knows Corp,D'vine Wine Of Lubbock,4210 82nd St,Lubbock,TX,79423,1940,Lubbock
TX-W-15236,"Sugar Ridge Winery, Llc",Sugar Ridge Winery,353 Sugar Ridge Rd,Ennis,TX,75119,183,Ellis
TX-W-15237,Crossroads Winery Llc,Crossroads Winery,15222 King Rd,Little Elm,TX,75068,0,Denton
TX-W-15238,"Red Caboose, Llc",Red Caboose Clifton,903 S Ave,Clifton,TX,76634,2403,Bosque
TX-W-15239,"The Barrel House, L.L.C.",The Barrel House,109 E Main St,Brady,TX,76825,4523,Mcculloch
TX-W-15241,"Legacy Brands, Llc",J Allen Brands,10011 Harmon Rd,Fort Worth,TX,76177,7317,Tarrant
TX-W-15242,Opa Farms Inc.,White House Winery,15828 Fm 362 Rd,Navasota,TX,77868,6727,Grimes
TX-W-15244,"Pilot Knob Vineyard, Llc", ,3125 Cr 212,Bertram,TX,78605,0,Burnet
TX-W-15245,"Darcy's Vineyard, Inc.",Darcy's Vineyard,7952 Fm 1891,Hallettsville,TX,77964,0,Lavaca
TX-W-15246,"Johnel, Inc.",Two Corks And A Bottle,2800 Routh St,Dallas,TX,75201,7667,Dallas
TX-W-15247,"Dancing Bee Winery, L.L.C.",Dancing Bee Winery,8060 E Us 190,Rogers,TX,76569,0,Bell
TX-W-15248,City Center Blue Armadillo Winery Llc,"The Blue Armadillo Winery, Princeton",322 Main St,Princeton,TX,75407,0,Collin
TX-W-15249,"Square Cloud Winery, Llc",Square Cloud Winery,1023 Block Rd,Gunter,TX,75058,0,Grayson
TX-W-15250,"Alamosa Wine Cellars, Inc.",Alamosa Wine Cellars,2204 Us Highway 281 S,Lampasas,TX,76550,8952,Lampasas
TX-W-15251,"Kiepersol Enterprises, Inc.",Ke Cellars 4,2083 Summer Lee Dr,Rockwall,TX,75032,5499,Rockwall
TX-W-15252,"Top Shelf Industries Operating, Ltd. Top Shelf Industries, Llc",Top Shelf,907 E Service Rd,Tulia,TX,79088,0,Swisher
TX-W-15253,"Alexander Vineyards, Llc",Alexander Vineyards,6360 Goehmann Ln,Fredericksburg,TX,78624,0,Gillespie
TX-W-15254,"Fly Gap Roots, L.L.C.",Fly Gap Roots,2851 Hickory Grove Rd,Mason,TX,76856,0,Mason
TX-W-15255,"A Wine Of Mine Winery, Inc.", ,264 S Commercial St,Aransas Pass,TX,78336,1916,San Patricio
TX-W-15256,"Ecco Vino, Llc", ,2010 Commonwealth St,Houston,TX,77006,1804,Harris
TX-W-15257,"Perrine Winery Consultants, Llc",Perrine Winery,900 Harvey Rd,College Station,TX,77840,3556,Brazos
TX-W-15258,"Once Upon A Vine, Llc",Once Upon A Vine,1801 Burnett Ln,Rockwall,TX,75032,6721,Rockwall
TX-W-15259,"Hilmy Wines, Llc",Hilmy Cellars,12282 E Us Highway 290,Fredericksburg,TX,78624,5758,Gillespie
TX-W-15261,"Marker Ranch And Vineyard, Llc",Marker Cellars,1484 Cr 2585,Alvord,TX,76225,0,Wise
TX-W-15263,"Trauben, Llc",The Weimary,1101 Sedan Rd,Weimar,TX,78962,4556,Colorado
TX-W-155,"Dobler Wines, Ltd, Dobler Management, Llc, Gp", ,19290 Fm 1541,Canyon,TX,79015,6463,Randall
TX-W-157,Theresa C. Hayes,Bluff Dale Vineyards,5222 County Road 148,Bluff Dale,TX,76433,0,Erath
TX-W-158,Maria C. Ramos And Emilio Ramos,San Martino Winery & Vineyards,12512 Highway 205 N,Rockwall,TX,75087,0,Rockwall
TX-W-163,"Haupert-Silerio, Inc.",Sandstone Cellars Winery,211 San Antonio,Mason,TX,76856,0,Mason
TX-W-166,Steven Bradly Harper,Maydelle Country Wines,2.5 Miles From Maydelle Post Office 650 Yards From Hwy 84,Rusk,TX,75785,0,Cherokee
TX-W-167,"Lone Star Wine Cellars, Llc",Lone Star Wine Cellars,103 E Virginia St,Mc Kinney,TX,75069,4468,Collin
TX-W-169,"Guerra Vineyard & Winery, Llc", ,2170 County Road 4110,Pittsburg,TX,75686,0,Camp
TX-W-170,Connie Ann Magers,Grayson Hills Winery,2815 Ball Rd,Whitewright,TX,75491,6085,Grayson
TX-W-171,"Circle S Vineyards, L.L.C.", ,9920 Highway 90a,Sugar Land,TX,77478,0,Fort Bend
TX-W-172,"Brennan Vineyards , L.L.C.",Brennan Vineyards,802 S Austin St,Comanche,TX,76442,399,Comanche
TX-W-20015,Donna L. Stolpman,Peach Creek Vineyards,2029 Peach Creek Rd,College Station,TX,77845,9771,Brazos
TX-W-20024,"Blue Ostrich Wineries, Llc", ,5611 Fm 2382,Saint Jo,TX,76265,0,Cooke County
TX-W-20024,"Blue Ostrich Wineries, Llc", ,5611 Fm 2382,Saint Jo,TX,76265,0,Cooke County
TX-W-20029,"Ito Wines, Llc",The Traveling Vineyard,16760 Hedgecroft Dr,Houston,TX,77060,3600,Harris
TX-W-20029,"Ito Wines, Llc",The Traveling Vineyard,16760 Hedgecroft Dr,Houston,TX,77060,3600,Harris
TX-W-20029,"Ito Wines, Llc",The Traveling Vineyard,16760 Hedgecroft Dr,Houston,TX,77060,3600,Harris
TX-W-20043,Junction Rivers Winery Llc, ,210 N 6th St,Junction,TX,76849,0,Kimble
TX-W-20060,J. Crumpton Enterprises Inc., ,1580 Wald Rd,New Braunfels,TX,78130,3050,Comal
TX-W-20104,"Lily Lake Vineyards, Llc", ,302 County Road 433,Lorena,TX,76655,0,Falls
TX-W-20112,"Red Wagon Winery, Llc", ,231 Vz Cr 2808,Mabank,TX,75147,4891,Van Zandt
TX-W-20120,Pontotoc Vineyard Llc,Pontotoc Vineyard,17519 College St,Pontotoc,TX,76869,1111,Mason
TX-W-20251,"Queen's Meade Winery, Inc.",Queens Winery,2400 Johnson St,Greenville,TX,75401,0,Hunt
TX-W-20252,"Messina Hof Wine Cellars, Inc.", ,9996 E Us Highway 290,Fredericksburg,TX,78624,0,Gillespie
TX-W-20256,Socialice Incorporated,Socialice,103 Se Third St,Dallas,TX,75050,0, 
TX-W-20336,Holy Archangles Greek Orthodox Monastery, ,2191 Twin Sisters Dr,Spring Branch,TX,78070,6640,United States
TX-W-20344,Louis D. Freeman And Donna J. Freeman,Briar Creek Vineyards,10488 County Road 2180,Whitehouse,TX,75791,5933,Smith
TX-W-20350,Jimmy Aranda,Dionisio Winery,2110 Jefferson St,Houston,TX,77003,5100, 
TX-W-20374,Heart Of Texas Winery Llc,Heart Of Texas Winery,3337 Kendall Ln,Waco,TX,76705,3615,Mclennan
TX-W-24,"Llano Estacado Winery, Inc.",Llano Estacado Winery,3426 E Fm 1585,Lubbock,TX,79404,0,Lubbock
TX-W-25,Bobby Gene Smith,La Buena Vida Vineyards,650 Vineyard Ln,Springtown,TX,76082,7144,Parker
TX-W-27,Hugo Edwin Auler,Fall Creek Vineyards,1820 County Road 222,Tow,TX,78672,0,Llano
TX-W-31,"Bell Mountain Vineyards, Inc.",Bell Mountain Winery Oberhof Wine Cellars,463 Bell Mountain Rd,Fredericksburg,TX,78624,0,Gillespie
TX-W-38,"Messina Hof Wine Cellars, Inc.",Messina Hof Wine Cellars,4545 Old Reliance Rd,Bryan,TX,77808,8995,Brazos
TX-W-39,"Wimberley Valley Wines, Inc.",Wimberley Valley Wines,2825 Lone Man Mountain Rd,Driftwood,TX,78619,9313,Hays
TX-W-47,Alfred J. Flies.,Piney Woods Country Wines,3408 Willow St,Orange,TX,77632,1356,Orange
TX-W-59,Sister Creek Corporation,Sister Creek Vineyards,Lots 55 And 57 On Fm 1376,Sisterdale,TX,78006,0,Kendall
TX-W-6,Thomas Qualia,Val Verde Winery,100 Qualia Dr,Del Rio,TX,78840,7697,Val Verde
TX-W-67,"Homestead Vineyards & Winery, Inc.", ,3885 N Fm 273,Ivanhoe,TX,75447,0,Fannin
TX-W-87,"Delaney Vineyards, Inc.",Delaney Vineyards,,Lamesa,TX,79331,0,Dawson
TX-W-91,"Becker Farms, Inc.",Becker Vineyards,464 Becker Farms Rd,Stonewall,TX,78671,1111,Gillespie
TX-W-93,"Spicewood Vineyards, Inc",Spicewood Vineyards,1419 County Road 409,Spicewood,TX,78669,2597,Travis
TX-W-95,"Delaney Vineyards, Inc.",Delaney Vineyards,2000 Champagne Blvd,Grapevine,TX,76051,7354,Tarrant
TX-W-97,"Pips & Pomace, Inc.",Hidden Springs,256 N Highway 377,Pilot Point,TX,76258,4422,Denton
TX-W-98,Bert L Switzer,Fredericksburg Winery,247 W Main St,Fredericksburg,TX,78624,3709,Gillespie
TX-WS-15001,"O&W Enterprises, Lp, O&W General Partner, Llc, Gp",Farpointe Cellar,721 E Southlake Blvd,Southlake,TX,76092,6341,Tarrant
TX-WS-15002,"Wbo Enterprises, Lp, Wbo General Partner, Llc, Gp", ,1125 Legacy Dr,Frisco,TX,75034,1942,Denton
TX-WS-15005,Mzma's Inc.,360 Uno Espresso & Vino Winery,3801 Capital Of Texas Hwy N,Austin,TX,78746,1416,Travis
TX-WS-15012,"Two Hoes, Llc",The Whinery,3330 Mineola Hwy,Tyler,TX,75702,1125,Smith
TX-WS-20001,"Sip & Savor, Llc",Sip & Savor,3921 Coit Rd,Plano,TX,75093,6800, 
TX-WS-20002,Socialice Incorporated,Socialice Incorporated,103 Se Third St,Dallas,TX,75050,0, 
TX-WS-20003,"Wine.Com Of Texas, Llc",Wine.Com,9333 Millsview Rd,Houston,TX,77070,5113,Harris
UT-W-1,Summum,Summum Nectar Publications,707 Genesee Ave,Salt Lake City,UT,84104,1460,Salt Lake
UT-W-15000,"Kiler Grove Winegrowers, Llc", ,53 W Truman Ave,South Salt Lake,UT,84115,2616,Salt Lake
UT-W-15001,"The Hive Winery, Inc.",The Hive Winery,1220 W Jack D Dr,Layton,UT,84041,4686,Davis
UT-W-15002,Solartrac Inc.,Slide Ridge Honey,474 East 250 South,Mendon,UT,84325,1111,Cache
UT-W-15003,"Chanela Farms, Inc.",Chanela Farms,,Hurricane,UT,84737,0,Washington
UT-W-267,Anita C. Bradford,Arches Vineyards,420 Kane Creek Blvd,Moab,UT,84532,2527,Grand
UT-W-3,La Caille Restaurant Corporation, ,9565 Wasatch Blvd,Sandy,UT,84092,6017,Salt Lake
UT-W-6,"Spanish Valley Vineyards & Winery, L.C.", ,4710 Zimmerman Ln,Moab,UT,84532,3903,Grand
UT-W-7,Colin Fryer,Castle Creek Winery,Mile Post 14 Hwy 128,Moab,UT,84532,0,Grand
VA-W-100,"Johnson's Orchards, Inc.",Peaks Of Otter Winery,2122 Sheep Creek Rd,Bedford,VA,24523,3837,Bedford
VA-W-101,Windham Winery Corporation,Doukenie Winery,14727 Mountain Rd,Hillsboro,VA,20132,3638,Loudoun
VA-W-102,"Windy River Winery, Ltd.", ,20268 Teman Rd,Beaverdam,VA,23015,1332,Hanover
VA-W-107,"Piedmont Vineyards And Winery, Inc.",Piedmont Vineyards,2546 Halfway Rd,The Plains,VA,20198,2021,Fauquier
VA-W-109,"Independence, Inc.", ,3247 Carters Mountain Rd,Charlottesville,VA,22902,7715,Albemarle
VA-W-110,"Breaux Vineyards, Ltd",Breaux Vineyards,36888 Breaux Vineyards Ln,Purcellville,VA,20132,1748,Loudoun
VA-W-113,"Valhalla Vineyards, L.C.", ,6500 Mount Chestnut Rd,Roanoke,VA,24018,8108,Roanoke
VA-W-114,"Hill Top Berry Farm & Winery, L.C.",Hill Top Berry Farm And Winery,2800 Berry Hill Rd,Nellysford,VA,22958,2034,Nelson
VA-W-115,"Stone Mountain Vineyards, L.L.C.", ,1376 Wyatt Mountain Rd,Dyke,VA,22935,1371,Greene
VA-W-116,"P Square G Square, Llc",Cooper Vineyards,13372 Shannon Hill Rd,Louisa,VA,23093,3929,Louisa
VA-W-117,"Foster-Jackson, L.L.C",North Mountain Vineyard & Winery,4374 Swartz Rd,Maurertown,VA,22644,2322,Shenandoah
VA-W-119,"Rockfish Valley Vineyards, Ltd.",Wintergreen Winery,462 Winery Ln,Nellysford,VA,22958,0,Nelson
VA-W-120,"Smokehouse Winery, Inc",Smokehouse Winery,10 Ashby Rd,Sperryville,VA,22740,2243,Rappahannock
VA-W-121,"Wolf Creek Winery, Ltd", ,21281 Lake Rd,Abingdon,VA,24211,5507,Washington
VA-W-124,"Chrysalis Vineyards, Llc",Chrysalis Vineyards,23872 Champeford Rd,Middleburg,VA,20117,2942,Loudoun
VA-W-126,"Amrhein's Jewelers, Ltd.",Vinapple Valley Vineyard,9243 Patterson Dr,Bent Mountain,VA,24059,2215,Roanoke
VA-W-127,"Lee Martin Enterprises, Inc.",Abingdon Vineyard & Winery,20530 Alvarado Rd,Abingdon,VA,24211,0,Washington
VA-W-130,"Cana Cellars, Inc.",Rappahannock Cellars,14437 Hume Rd,Huntly,VA,22640,3134,Rappahannock
VA-W-132,"James River Cellars, Inc.",James River Cellars,11008 Washington Hwy,Glen Allen,VA,23059,1904,Henrico
VA-W-136,"First Colony Winery, Ltd.", ,1650 Harris Creek Rd,Charlottesville,VA,22902,7820,Albemarle
VA-W-137,Eric J. Hauck And Deborah L. Hauck,Hidden Brook Winery,73301 Spinks Ferry Rd,Leesburg,VA,20176,5631,Loudoun
VA-W-138,"Hickory Hill Vineyards, Llc",Hickory Hill Vineyards,1722 Hickory Cove Ln,Moneta,VA,24121,4559,Bedford
VA-W-139,"Old House Vineyards, Llc",Old House Vineyards,18351 Corkys Ln,Culpeper,VA,22701,4413,Culpeper
VA-W-140,"Saddleback Farm, Winery, Vineyards, And Stables, Llc",Veritas Vineyard And Winery,151 Veritas Ln,Afton,VA,22920,0,Nelson
VA-W-142,"Christensen Ridge, Inc.", ,State Route #652,Aylor,VA,22727,0,Madison
VA-W-143,Imre Babos & Dominga Reinoso,Chantilly Winery,42685 Braddock Rd,Chantilly,VA,20152,4357,Loudoun
VA-W-144,"Fincastle Vineyard & Winery, Inc.",Fincastle Vineyard & Winery,203 Maple Ridge Ln,Fincastle,VA,24090,3243,Botetourt
VA-W-145,"Blenheim Vineyards, Llc",Blenheim Vineyards,31 Blenheim Farm,Charlottesville,VA,22902,7756,Charlottesville City
VA-W-146,"Lost Creek Vineyard & Winery, Llc", ,43277 Spinks Ferry Rd,Leesburg,VA,20176,5629,Loudoun
VA-W-148,"Oak Crest Vineyard & Winery, Inc.",Oak Crest Vineyard & Winery,8215 Oak Crest Dr,King George,VA,22485,5047,King George
VA-W-149,"Keswick Winery, Llc",Keswick Vineyards,1575 Keswick Winery Dr,Keswick,VA,22947,0,Albemarle
VA-W-150,John A & Carlotta L Puckett,Rogers Ford Farm Winery,14674 Rogers Ford Rd,Sumerduck,VA,22742,2017,Fauquier
VA-W-15000,"Mountainrose Vineyards, Inc.", ,10439 N Reservoir Rd,Wise,VA,24293,4311,Wise
VA-W-15001,"Delfosse Vineyards And Winery, Llc", ,163-165 Kermits Way,Faber,VA,22938,2450,Nelson
VA-W-15002,"Cresta Gadino Winery, Llc",Gadino Cellars,92 School House Rd,Washington,VA,22747,2274,Rappahannock
VA-W-15003,Savoy-Lee Incorporated,Savoy-Lee Winery,5800 Johnson Mountain Rd,Huddleston,VA,24104,0,Bedford
VA-W-15004,Petit Chateau Winery Llc, ,412 Winery Rd,Floyd,VA,24091,0,Floyd
VA-W-15005,"Athena Vineyards, Llc",Athena Winery And Vineyards,474 Edge Hill Farm Rd,Heathsville,VA,22473,0,Northumberland
VA-W-15006,"Sharp Rock, Llc",Sharp Rock Vineyards,5 Sharp Rock Rd,Sperryville,VA,22740,0,Rappahannock
VA-W-15007,Kent Marrs,Village Winery,40405 Browns Ln,Waterford,VA,20197,1203,Loudoun
VA-W-15008,Fox Meadow Winery Llc, ,3310 Freezeland Rd,Linden,VA,22642,0,Warren
VA-W-15009,"Summerville Farms, Llc",Swan's Corner Winery,12330 Taylor Dr,Ruther Glen,VA,22546,3221,Caroline
VA-W-15010,"Rebec Vineyards, Inc.", ,2229 N Amherst Hwy,Amherst,VA,24521,4378,Amherst
VA-W-15011,Chateau O' Brien Llc,Chateau O' Brien At Northpoint,3238 Rail Stop Rd,Markham,VA,22643,1841,Fauquier
VA-W-15013,"Misty Mountain Meadoworks, Inc.", ,1531 Pack Horse Rd,Winchester,VA,22603,1523,Frederick
VA-W-15014,Boyd Vernon Archer Jr. / Shirley Ritenour Archer,Bright Meadows Farm,1181 Nathalie Rd,Nathalie,VA,24577,3917,Halifax
VA-W-15015,"Bottle Of Red, Llc",Carafe Wine Makers,1036 Volvo Pkwy,Chesapeake,VA,23320,8601,Chesapeake City
VA-W-15016,"Queen City Brewing, Ltd", ,834 Springhill Rd,Staunton,VA,24401,2865,Staunton City
VA-W-15017,"Chester Gap Cellars, Inc.", ,4615 Remount Rd,Front Royal,VA,22630,0,Warren
VA-W-15018,"Boxwood Winery, Llc",Boxwood Winery And Vineyard,2042 Burrland Rd,Middleburg,VA,20117,0,Loudoun
VA-W-15019,"Virginia Mountain Vineyards, Llc",Virginia Mountain Vineyards,4204 Old Fincastle Rd,Fincastle,VA,24090,3559,Botetourt
VA-W-15020,"Bella Luna Vineyards, Llc",Fabbioli Cellars,15669 Limestone School Rd,Leesburg,VA,20176,0,Loudoun
VA-W-15021,Lovingston Winery Llc, ,885 Freshwater Cove Ln,Lovingston,VA,22949,0,Nelson
VA-W-15022,"Spring Creek Wine Cellar, Inc.",Spring Creek Wine Cellar,3628 Baker Mountain Rd,Pamplin,VA,23958,3170,Appomattox
VA-W-15023,Steven W. Villers And Joanne M. Villers,Blacksnake Meadery,605 Buffalo Rd,Dugspur,VA,24325,3542,Carroll
VA-W-15024,"Chatham Vineyards, Llc",Chatham Vineyards And Winery,9232 Chatham Rd,Machipongo,VA,23405,2727,Northampton
VA-W-15025,Randle Gary Phillips,Cave Ridge Vineyard,1476 Conicville Rd,Mount Jackson,VA,22842,2518,Shenandoah
VA-W-15026,Norman T Leo Grande, ,1027 Wingfield Dr,Goode,VA,24556,2231,Bedford
VA-W-15027,"Prince Michel, Llc",Prince Michel Vineyard And Winery,154 Winery Ln,Leon,VA,22725,2511,Madison
VA-W-15029,"Blue Ridge Vineyard, Inc",Blue Ridge Vineyard,1027 Shiloh Dr,Eagle Rock,VA,24085,3710,Botetourt
VA-W-15030,"West Wind Farm, Inc.", ,2228 Fort Chiswell Rd,Max Meadows,VA,24360,3036,Wythe
VA-W-15035,"King Family Vineyards, Llc", ,6550 Roseland Farm Ln,Crozet,VA,22932,3336,Albemarle
VA-W-15037,Vino Curioso Inc.,Vino Curioso Wine Factory,502 Gaines Ln,Caret,VA,22436,2247,Essex
VA-W-15038,"Sans Soucy Vineyards, Llc",Sans Soucy Vineyards,1571 Mt Calvary Rd,Brookneal,VA,24528,3156,Campbell
VA-W-15039,Thibaut-Janisson Llc,"Thibaut-Janisson, Llc",151 Veritas Ln,Afton,VA,22920,2342,Nelson
VA-W-15040,"Vault Field Vineyards, Llc",Vault Field Vineyards,2953 Kings Mill Rd,Kinsale,VA,22488,2411,Westmoreland
VA-W-15042,White Fences Winery Co.,White Fences Vineyard,1 White Fences Dr,Irvington,VA,22480,0,Lancaster
VA-W-15043,Vines To Wines Llc,Christensen Ridge Winery,489 Gabriel Ln,Madison,VA,22727,0,Madison
VA-W-15044,Pwc Winery Llc,Winery At La Grange,4970 Antioch Rd,Haymarket,VA,20169,2259,Prince William
VA-W-15047,Horseshoe Estate Llc,Sugarleaf Vineyards,3613 Walnut Branch Ln,North Garden,VA,22959,2104,Albemarle
VA-W-15049,"Potomac Cellars, Llc", ,275 Decatur Rd,Stafford,VA,22554,0,Stafford
VA-W-15050,"Lexington Valley Vineyard, Llc",Lexington Valley Vineyard,80 Norton Way,Rockbridge Baths,VA,24473,2543,Rockbridge
VA-W-15051,"Wolf Gap Vineyard, L.L.C.",Wolf Gap Vineyard And Winery,123 Stout Rd,Edinburg,VA,22824,3757,Shenandoah
VA-W-15052,"Miracle Valley Vineyard, Llc",Miracle Valley Vineyard,3661 Double J Ln,Delaplane,VA,20144,0,Fauquier
VA-W-15053,"Diane Flynt Enterprises, Inc.",Foggy Ridge Cider,1328 Pineview Rd,Dugspur,VA,24325,0,Carroll
VA-W-15054,"Pollak Vineyards, Llc",Pollak Vineyards,330 Newtown Rd,Greenwood,VA,22943,0,Albemarle
VA-W-15055,"Flying Fox Vineyard, Llc",Flying Fox Vineyard,151 Veritas Ln,Afton,VA,22920,0,Nelson
VA-W-15056,"Wine In The Park, Inc.",Vintner's Cellar Winery Of Yorktown,1213 George Washington Memorial Hwy,Yorktown,VA,23693,4312,York
VA-W-15057,"Falcon Glen Vineyard, L.L.C.",Marterella Winery,8278 Falcon Glen Rd,Warrenton,VA,20186,9640,Fauquier
VA-W-15058,Holly Grove Farm L.L.C.,Holly Grove Vineyards,6404 Holly Bluff Dr,Franktown,VA,23354,0,Northampton
VA-W-15059,"Mountfair Vineyards, L.L.C.", ,4865 Fox Mountain Rd,Crozet,VA,22932,1729,Albemarle
VA-W-15061,"Qgw, Llc",Quattro Goomba's Winery,43289 Burke Dale St,South Riding,VA,20152,1711,Loudoun
VA-W-15062,"Sunset Hills Vineyard, Llc", ,15865 Wenner Farm Ln,Purcellville,VA,20132,2013,Loudoun
VA-W-15065,"Blenkinsop Vineyard & Winery, L.L.C.",Blenkinsop Vineyard & Winery,4976 Old Robinson Tract Rd,Pulaski,VA,24301,3093,Pulaski
VA-W-15066,Vintage Ridge Vineyard Llc,Vintage Ridge Vineyard,8517 Maidstone Rd,Rectortown,VA,20140,302,Fauquier
VA-W-15068,"Rural Retreat Winery & Vineyards, Llc", ,202 Church St,Rural Retreat,VA,24368,0,Wythe
VA-W-15069,"Bluemont Vineyard, Llc",Bluemont Vineyard,18755 Foggy Bottom Rd,Bluemont,VA,20135,1858,Clarke
VA-W-15070,"Glen Manor Vineyards, Llc",Glen Manor Vineyards,2244 Browntown Rd,Front Royal,VA,22630,0,Warren
VA-W-15072,Barrenridge Vineyards Llc,Barrenridge Vineyards,984 Barren Ridge Rd,Fishersville,VA,22939,3026,Augusta
VA-W-15073,"Rosemont Of Virginia, Llc", ,1050 Blackridge Rd,La Crosse,VA,23950,2915,Mecklenburg
VA-W-15074,Clifford Paul Ambers,Chateau Z Vineyard,2495 Wagon Trail Rd,Monroe,VA,24574,2576,Amherst
VA-W-15075,Qwest Enterprises Llc,Carafe Winemakers,111 S Alfred St,Alexandria,VA,22314,3001,Alexandria City
VA-W-15076,Virginia Wineworks Llc,Virginia Wineworks,1781 Harris Creek Way,Charlottesville,VA,22902,0,Charlottesville City
VA-W-15077,"Mem Holding Co., Inc.",Molliver Vineyards,2046 Waller Rd,Nathalie,VA,24577,3590,Halifax
VA-W-15078,Castle Gruen Vineyards And Winery Llc,Castle Gruen Vineyards And Winery,1272 Meander Run Rd,Locust Dale,VA,22948,4810,Madison
VA-W-15079,"Cross Keys Vineyards, Llc",Cross Keys Vineyards,6011 E Timber Ridge Rd,Mt Crawford,VA,22841,2550,Rockingham
VA-W-15080,William Tremain Hatch,Zephaniah Farm Vineyard,19381 Dunlop Mill Rd,Leesburg,VA,20175,6826,Loudoun
VA-W-15081,Hiddencroft Vineyards Llc,Hiddencroft Vineyards,12202 Axline Rd,Lovettsville,VA,20180,2618,Loudoun
VA-W-15084,"Neala Estate Vineyards ,L.L.C.",Neala Estate Vineyard,544 Walkers Mill Ln,Madison,VA,22727,2664,Madison
VA-W-15085,"Barrel Oak Winery, Llc",Barrel Oak Winery,3623 Grove Ln,Delaplane,VA,20144,2226,Fauquier
VA-W-15086,Notaviva Vineyards Llc,Notaviva Vineyards,13274 Sagle Rd,Purcellville,VA,20132,1829,Loudoun
VA-W-15087,"Cava, Llc",Loudoun Valley Vineyards,38516 Charlestown Pike,Waterford,VA,20197,1005,Loudoun
VA-W-15088,Casanel Farm Llc,Casanel Farm,17956 Canby Rd,Leesburg,VA,20175,6912,Loudoun
VA-W-15089,"Fedor Ventures, Llc",North Gate Vineyard,16031 Hillsboro Rd,Purcellville,VA,20132,2843,Loudoun
VA-W-15090,Evers Development Inc.,Twin Oaks Tavern Winery,18035 Raven Rocks Rd,Bluemont,VA,20135,1712,Clarke
VA-W-15091,"Granite Heights Orchard, Llc", ,8141 Opal Rd,Warrenton,VA,20186,8691,Fauquier
VA-W-15092,"Qgw, Llc",Quattro Goomba's Winery,22860 James Monroe Hwy,Aldie,VA,20105,1916,Loudoun
VA-W-15093,"Bodie Vineyards, Llc", ,1809 Mayway Dr,Powhatan,VA,23139,7422,Powhatan
VA-W-15094,New Kent Winery L.L.C.,New Kent Winery,8400 Old Church Rd,New Kent,VA,23124,0,New Kent
VA-W-15095,"Leaves Of Grass Vineyards, Llc", ,39060 John Mosby Hwy,Middleburg,VA,20117,2918,Loudoun
VA-W-15097,Windsong Winery Llc,Windsong Winery,5801 Funny Tree Trl,Columbia,VA,23038,2630,Goochland
VA-W-15098,"Brooks Mill Winery, Llc",Brooks Mill Winery,6221 Brooks Mill Rd,Wirtz,VA,24184,4173,Franklin
VA-W-15099,"Wisteria Farm And Vineyard, Llc",Wisteria Farm And Vineyard,1126 Marksville Rd,Stanley,VA,22851,4406,Page
VA-W-15100,"Cedar Creek Winery, L.L.C.", ,7384 Zepp Rd,Star Tannery,VA,22654,3345,Frederick
VA-W-15102,"Tarara Winery, Llc", ,13648 Tarara Ln,Leesburg,VA,20176,5236,Loudoun
VA-W-15103,"Brightwood Vineyard And Farm, Llc", ,1202 Lillards Ford Rd,Brightwood,VA,22715,1754,Madison
VA-W-15104,Hunting Creek Vineyards Co., ,2000 Addie Williams Trl,Clover,VA,24534,3128,Halifax
VA-W-15105,"T & A Products, Llc", ,5274 Ivy Rd,Charlottesville,VA,22903,7127,Charlottesville City
