title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Guado al Tasso Vermentino Bolgheri 2014,3.9,$28.99,1412,it,Italy,Bolgheri,Marchesi Antinori,/wineries/antinori-wine-estates/wines/guado-al-tasso-vermentino-2014,/wineries/antinori-wine-estates/wines/guado-al-tasso-vermentino-2014,background-image:url(//images.vivino.com/thumbs/v9rxWzc-TCqGIHSkZACupw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sonoma Brut,3.7,$17.99,1412,us,United States,Sonoma County,Gloria Ferrer,/wineries/gloria-ferrer-caves-and-vineyards/wines/sonoma-brut-methode-champenoise-8888,/wineries/gloria-ferrer-caves-and-vineyards/wines/sonoma-brut-methode-champenoise-8888,background-image:url(//images.vivino.com/thumbs/VHdstlb-SEq0qv8hAYGJIQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Aruma Malbec 2014,3.7,$13.99,1409,ar,Argentina,Mendoza,Bodegas Caro (Catena and Rothschild),/wineries/bodegas-caro/wines/domaine-baron-de-rothschild-aruma-malbec-2014,/wineries/bodegas-caro/wines/domaine-baron-de-rothschild-aruma-malbec-2014,background-image:url(//images.vivino.com/thumbs/XuD5R-CKQ72JrNAQhqNdJQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Les Darons Languedoc 2015,3.7,$12.99,1408,fr,France,Languedoc,Jeff Carrel,/wineries/jeff-carrel/wines/les-darons-languedoc-2015,/wineries/jeff-carrel/wines/les-darons-languedoc-2015,background-image:url(//images.vivino.com/thumbs/wjMXxxm_SJmrh_rR-ex7Bw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Mount Hermon Red 2013,3.7,$12.98,1405,il,Israel,Galil,Hermon,/wineries/il-hermon/wines/mount-hermon-red-2013,/wineries/il-hermon/wines/mount-hermon-red-2013,background-image:url(//images.vivino.com/thumbs/_5nzd4sSTrqw1X9BhsfEgw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Les Vignes de Vrigny Premier Cru Brut,4.2,$89.99,1405,fr,France,Champagne,Egly-Ouriet,/wineries/egly-ouriet/wines/les-vignes-de-vrigny-brut-premier-cru-8888,/wineries/egly-ouriet/wines/les-vignes-de-vrigny-brut-premier-cru-8888,background-image:url(//images.vivino.com/thumbs/EVklJTBkRseFaGcn2U4dgQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Selección Malbec 2014,3.7,$17.99,1403,ar,Argentina,Mendoza,Alamos,/wineries/alamos-winery/wines/alamos-seleccin-malbec-2014,/wineries/alamos-winery/wines/alamos-seleccin-malbec-2014,background-image:url(//images.vivino.com/thumbs/06B-KXK6R0eh5uPnhRwfgw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Zinfandel Rosé,3.8,$5.99,1403,us,United States,California,Beringer Vineyards,/wineries/beringer-vineyards/wines/zinfandel-ros-8888,/wineries/beringer-vineyards/wines/zinfandel-ros-8888,background-image:url(//images.vivino.com/thumbs/1t-33jQYSt6Xp4EMarL5GA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Allomi Cabernet Sauvignon 2014,4,$29.99,1403,us,United States,Napa Valley,The Hess Collection,/wineries/hess-collection-winery/wines/napa-valley-allomi-cabernet-sauvignon-2014,/wineries/hess-collection-winery/wines/napa-valley-allomi-cabernet-sauvignon-2014,background-image:url(//images.vivino.com/thumbs/oET4n_W7QhOti_g-73sWkw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Boom Boom! Syrah 2014,3.6,$14.99,1402,us,United States,Columbia Valley,Charles Smith,/wineries/charles-smith/wines/boom-boom-syrah-2014,/wineries/charles-smith/wines/boom-boom-syrah-2014,background-image:url(//images.vivino.com/thumbs/20u-oN2YSpevGsfBTjkWUQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Pouilly-Fuissé 2014,3.9,$29.99,1400,fr,France,Pouilly-Fuissé,Louis Jadot,/wineries/fr-louis-jadot/wines/pouilly-fuiss-2014,/wineries/fr-louis-jadot/wines/pouilly-fuiss-2014,background-image:url(//images.vivino.com/thumbs/D0n_wDlrTCyk09jU3oYUmQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Bramare Malbec 2013,4.3,$34.97,1400,ar,Argentina,Uco Valley,Viña Cobos,/wineries/cobos/wines/bramare-valle-de-uco-malbec-2013,/wineries/cobos/wines/bramare-valle-de-uco-malbec-2013,background-image:url(//images.vivino.com/thumbs/z4IZMkHDS_KPryRWUFuNHg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Monti Garbi Valpolicella Ripasso Superiore 2012,3.7,$16.97,1400,it,Italy,Valpolicella Ripasso,Tenuta Sant Antonio,/wineries/tenuta-sant-antonio/wines/monti-garbi-ripasso-2012,/wineries/tenuta-sant-antonio/wines/monti-garbi-ripasso-2012,background-image:url(//images.vivino.com/thumbs/pspCcHC9QLmDxdiyrR6HCQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2012,4.1,$39.99,1399,us,United States,Napa Valley,Honig,/wineries/honig-vineyard-and-winery/wines/2047697-napa-valley-cabernet-sauvignon-2012,/wineries/honig-vineyard-and-winery/wines/2047697-napa-valley-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/QBrkW-nQQj6dWH4ln4YOwQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Grand Estates Merlot 2013,3.7,$10.99,1396,us,United States,Columbia Valley,Columbia Crest,/wineries/columbia-crest/wines/grand-estates-merlot-2013,/wineries/columbia-crest/wines/grand-estates-merlot-2013,background-image:url(//images.vivino.com/thumbs/wt03tl9iS76eyWWtLRjCbg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2012,4.1,$48.46,1395,us,United States,Oakville,Groth,/wineries/groth/wines/napa-valley-groth-oakville-cabernet-sauvignon-2012,/wineries/groth/wines/napa-valley-groth-oakville-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/w6GNMfZ7ToaZATLVQTzARg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Is Argiolas Vermentino di Sardegna 2015,3.9,$24.97,1394,it,Italy,Vermentino di Sardegna,Argiolas,/wineries/argiolas-spa/wines/vermentino-di-sardegna-2015,/wineries/argiolas-spa/wines/vermentino-di-sardegna-2015,background-image:url(//images.vivino.com/thumbs/SSirmWclRMmvunHtlzJQTg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Vino Nobile di Montepulciano 2012,3.6,$13.98,1394,it,Italy,Vino Nobile di Montepulciano,Fattoria del Cerro,/wineries/it-fattoria-del-cerro/wines/vino-nobile-di-montepulciano-2012,/wineries/it-fattoria-del-cerro/wines/vino-nobile-di-montepulciano-2012,background-image:url(//images.vivino.com/thumbs/xGQ6jwVeQyWbEPL-OVt0ag_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Le Maestrelle Toscana 2013,3.6,$19.99,1393,it,Italy,Toscana,Santa Cristina,/wineries/santa-cristina/wines/santa-cristina-les-maestrelle-toscana-2013,/wineries/santa-cristina/wines/santa-cristina-les-maestrelle-toscana-2013,background-image:url(//images.vivino.com/thumbs/TZnTdk3tQnqQ0EwH0uOY5g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
PSI 2014,4.1,$34.99,1393,es,Spain,Ribera del Duero,Dominio de Pingus,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2014,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2014,background-image:url(//images.vivino.com/thumbs/g9mo3SSPRMSx5fDUvkEpXA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sparkling Rosé,3.6,$17.99,1391,us,United States,California,Chandon,/wineries/us-chandon/wines/california-mthode-traditionnelle-ros-8888,/wineries/us-chandon/wines/california-mthode-traditionnelle-ros-8888,background-image:url(//images.vivino.com/wineries/1780/wines/000tp8y732sci_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Uno (1) Malbec 2013,3.8,$17.98,1389,ar,Argentina,Uco Valley,Antigal,/wineries/antigal/wines/mendoza-1-malbec-2013,/wineries/antigal/wines/mendoza-1-malbec-2013,background-image:url(//images.vivino.com/thumbs/O5S_jDInRHCUEcMUxynvyA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Berardenga Chianti Classico 2012,3.8,$24.99,1389,it,Italy,Chianti Classico,Fèlsina,/wineries/it-felsina/wines/chianti-classico-2012,/wineries/it-felsina/wines/chianti-classico-2012,background-image:url(//images.vivino.com/thumbs/nsVFkNvpQVSOyNb_QCR8bA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Tavel Rosé,3.6,$18.99,1389,fr,France,Tavel,Château d'Aqueria,/wineries/daqueria/wines/tavel-8888,/wineries/daqueria/wines/tavel-8888,background-image:url(//images.vivino.com/thumbs/eByVfgaERhK3nk5NQ37Yxg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Numanthia 2009,4.2,$69.99,1388,es,Spain,Toro,Bodega Numanthia,/wineries/numanthia/wines/nvmanthia-2009,/wineries/numanthia/wines/nvmanthia-2009,background-image:url(//images.vivino.com/thumbs/F8qiIOROQ_ak-l8MioIneg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2014,4.1,$42.99,1387,fr,France,Châteauneuf-du-Pape,Ogier,/wineries/ogier/wines/chateauneuf-du-pape-2014,/wineries/ogier/wines/chateauneuf-du-pape-2014,background-image:url(//images.vivino.com/thumbs/x6ZjwBXWQguztUTWWzB36Q_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Chardonnay 2013,3.8,$14.98,1384,cl,Chile,Valle de Casablanca,Montes Alpha,/wineries/montes-alpha/wines/chardonnay-2013,/wineries/montes-alpha/wines/chardonnay-2013,background-image:url(//images.vivino.com/thumbs/kg12Vq2cT5ip7dUI3WXcsQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon Reserva 2014,3.7,$14.99,1383,cl,Chile,Valle del Maipo,Perez Cruz,/wineries/vina-perez-cruz/wines/reserva-cabernet-sauvignon-2014,/wineries/vina-perez-cruz/wines/reserva-cabernet-sauvignon-2014,background-image:url(//images.vivino.com/thumbs/oQxROp6DTB-WHitwP72IoA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Lamùri  Nero d'Avola  Regaleali 2014,3.8,$17.99,1383,it,Italy,Terre Siciliane,Tasca d'Almerita,/wineries/it-tasca-dalmerita/wines/regaleali-sicilia-lamuri-nero-davola-2014,/wineries/it-tasca-dalmerita/wines/regaleali-sicilia-lamuri-nero-davola-2014,background-image:url(//images.vivino.com/thumbs/nbzjn6N-SYGjVjABZ3i1GA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Zinfandel 2014,3.8,$14.99,1380,us,United States,Lodi,The Federalist,/wineries/the-federalist/wines/zinfandel-2014,/wineries/the-federalist/wines/zinfandel-2014,background-image:url(//images.vivino.com/thumbs/Z4jGM4_DThOjR-qaG5Z9nw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brunello di Montalcino 2009,4.1,$59.95,1379,it,Italy,Brunello di Montalcino,Col d'Orcia,/wineries/col-d-orcia/wines/brunello-di-montalcino-2009,/wineries/col-d-orcia/wines/brunello-di-montalcino-2009,background-image:url(//images.vivino.com/wineries/10814/vintages/000pdj9iugkgo_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Unico 2007,4.7,$281.74,1374,es,Spain,Ribera del Duero,Vega Sicilia,/wineries/es-vega-sicilia/wines/1716365-unico-ribera-del-duero-2007,/wineries/es-vega-sicilia/wines/1716365-unico-ribera-del-duero-2007,background-image:url(//images.vivino.com/thumbs/5wLFU_QhQNC_jVsKi5TCRA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Riesling 2015,3.8,$11.99,1370,de,Germany,Mosel,Dr. Loosen,/wineries/dr-loosen/wines/l-riesling-2015,/wineries/dr-loosen/wines/l-riesling-2015,background-image:url(//images.vivino.com/thumbs/nG9SVt2VRXm3Ukgw21uJhw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Catena Malbec Vista Flores 2014,4,$16.97,1369,ar,Argentina,Vista Flores,Catena Zapata,/wineries/catena-zapata/wines/catena-malbes-vista-flores-2014,/wineries/catena-zapata/wines/catena-malbes-vista-flores-2014,background-image:url(//images.vivino.com/thumbs/PaLWzQ1SQme5UhnJj79QCg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2011,3.5,$16.99,1366,us,United States,California,Bonterra,/wineries/bonterra-vineyards/wines/cabernet-sauvignon-2011,/wineries/bonterra-vineyards/wines/cabernet-sauvignon-2011,background-image:url(//images.vivino.com/thumbs/iqd7Tz3eTO2hIqPcnFLudg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Pian delle Vigne Brunello di Montalcino 2010,4.3,$64.95,1364,it,Italy,Brunello di Montalcino,Marchesi Antinori,/wineries/antinori-wine-estates/wines/1215373-pian-delle-vigne-2010,/wineries/antinori-wine-estates/wines/1215373-pian-delle-vigne-2010,background-image:url(//images.vivino.com/thumbs/KBALwLXZTeqanSTfdavLQQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Napa Valley Cabernet Sauvignon 2013,4.2,$44.99,1364,us,United States,Napa Valley,Hall Wines,/wineries/hall-winery/wines/napa-valley-cabernet-sauvignon-2013,/wineries/hall-winery/wines/napa-valley-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/cSbIg47vQN6fKoREknGszA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Brut Réserve,4,$33.99,1364,fr,France,Champagne,Bereche &amp; Fils,/wineries/bereche-et-fils/wines/champagne-montagne-de-reims-rserve-brut-8888,/wineries/bereche-et-fils/wines/champagne-montagne-de-reims-rserve-brut-8888,background-image:url(//images.vivino.com/thumbs/2D-OXlZlT32aKZcwiItHew_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cab 2013,3.6,$9.99,1363,us,United States,California,Avalon,/wineries/avalon-winery/wines/california-cabernet-sauvignon-2013,/wineries/avalon-winery/wines/california-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/WPekBKwlSHymXutirughhA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sedàra 2014,3.5,$15.42,1361,it,Italy,Sicilia,Donnafugata,/wineries/donnafugata/wines/sedra-2014,/wineries/donnafugata/wines/sedra-2014,background-image:url(//images.vivino.com/thumbs/eet_ZrjdQVK80Zl13NwROg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Max Reserva Cabernet Sauvignon 2014,3.7,$14.99,1360,cl,Chile,Aconcagua,Errazuriz,/wineries/errazuriz/wines/max-reserva-cabernet-sauvignon-2014,/wineries/errazuriz/wines/max-reserva-cabernet-sauvignon-2014,background-image:url(//images.vivino.com/thumbs/RhC0yBSTQ1mcU66OERmVZg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Salento Rosso 2013,3.9,$12.98,1358,it,Italy,Salento,Verso,/wineries/verso-it/wines/verso-rosso-salento-2013,/wineries/verso-it/wines/verso-rosso-salento-2013,background-image:url(//images.vivino.com/thumbs/KAmNeWAnS5qzp6dR2P4ASA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Amarone della Valpolicella Classico Riserva Sergio 2009,4.4,$124.99,1356,it,Italy,Amarone della Valpolicella Classico,Zenato,/wineries/azienda-vinicola-zenato-srl/wines/amarone-della-valpolicella-classico-riserva-2009,/wineries/azienda-vinicola-zenato-srl/wines/amarone-della-valpolicella-classico-riserva-2009,background-image:url(//images.vivino.com/thumbs/TKMr6Tx0QlqmcL4yLjKOKA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Bolgheri Superiore 2008,4.6,$189.99,1354,it,Italy,Bolgheri Superiore,Ornellaia,/wineries/ornellaia/wines/ornellaia-bolgheri-2008,/wineries/ornellaia/wines/ornellaia-bolgheri-2008,background-image:url(//images.vivino.com/thumbs/7qEe--EFRIKosQNg31hPdw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rioja Crianza 2011,3.4,$17.99,1354,es,Spain,Rioja,Beronia,/wineries/es-beronia/wines/rioja-crianza-2011,/wineries/es-beronia/wines/rioja-crianza-2011,background-image:url(//images.vivino.com/thumbs/014oql0yyaalv_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
The Stump Jump Grenache - Shiraz - Mourvedre 2012,3.3,$9.49,1351,au,Australia,McLaren Vale,d'Arenberg,/wineries/d-arenberg-vineyards/wines/the-stump-jump-mclaren-vale-grenache-shiraz-mourvdre-2012,/wineries/d-arenberg-vineyards/wines/the-stump-jump-mclaren-vale-grenache-shiraz-mourvdre-2012,background-image:url(//images.vivino.com/thumbs/Dt8SRd1cS4a0vmshmD8wnQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Premium Malbec 2015,3.6,$9.99,1350,ar,Argentina,Tupungato,Domaine Bousquet,/wineries/jean-bousquet/wines/domaine-bousquet-premium-malbec-2015,/wineries/jean-bousquet/wines/domaine-bousquet-premium-malbec-2015,background-image:url(//images.vivino.com/thumbs/fBtcBS0dTmykUqPxb81Azg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Pauillac 1995,4.6,$627,1349,fr,France,Pauillac,Château Mouton Rothschild,/wineries/mouton-rothschild/wines/pauillac-1995,/wineries/mouton-rothschild/wines/pauillac-1995,background-image:url(//images.vivino.com/thumbs/mGOw3A00RVOapfHR6m5EZA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Nero d'Avola Terre Siciliane 2015,3.5,$13.33,1349,it,Italy,Terre Siciliane,Cusumano,/wineries/cusumano/wines/terre-siciliane-nero-davola-2015,/wineries/cusumano/wines/terre-siciliane-nero-davola-2015,background-image:url(//images.vivino.com/thumbs/vSSYcS2_SZ-0b77yAfmkkQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Castillo Ygay Rioja Gran Reserva Especial Tinto 2007,4.4,$84.99,1344,es,Spain,Rioja,Marqués de Murrieta,/wineries/marques-de-murrieta/wines/castillo-ygay-gran-reserva-especial-2007,/wineries/marques-de-murrieta/wines/castillo-ygay-gran-reserva-especial-2007,background-image:url(//images.vivino.com/thumbs/jjOip5ZURMW23JIssY6O7Q_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rioja Rosado,3.4,$11.99,1342,es,Spain,Rioja,Cune,/wineries/cune-cvne/wines/rioja-rosado-8888,/wineries/cune-cvne/wines/rioja-rosado-8888,background-image:url(//images.vivino.com/thumbs/z6ltlidqRXSpOATk2Xd1Pg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
