qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
"Sparkling","","10","40","3.5","Vouvray Brut","3.5","16.98","63","fr","France","Vouvray","Domaine d'Orfeuilles","/wineries/d-orfeuilles/wines/vouvray-brut-8888","/wineries/d-orfeuilles/wines/vouvray-brut-8888","background-image:url(//images.vivino.com/thumbs/MfZM0bUlQmKfB2HUKjKkBw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Petillant Blanc 2016","4.1","13.99","62","es","Spain","Catalunya","Avinyó","/wineries/avinyo/wines/petillant-vi-dagulla-blanc-2016","/wineries/avinyo/wines/petillant-vi-dagulla-blanc-2016","background-image:url(//images.vivino.com/thumbs/79wn__0UQPqD2FDtm98dcQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Brut Crémant de Bourgogne","3.3","14.99","62","fr","France","Bourgogne","Louis Picamelot","/wineries/louis-picamelot/wines/brut-crmant-de-bourgogne-8888","/wineries/louis-picamelot/wines/brut-crmant-de-bourgogne-8888","background-image:url(//images.vivino.com/thumbs/IDzET3gtTW2nwoLAPrxL4w_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cava Lady of Spain","3.4","11.99","62","es","Spain","Cava","Paul Cheneau","/wineries/paul-cheneau/wines/cava-lady-spain-8888","/wineries/paul-cheneau/wines/cava-lady-spain-8888","background-image:url(//images.vivino.com/thumbs/015wrmkjrki48_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Dizy-Terres Rouges Rosé Extra Brut 2009","4.2","99.99","62","fr","France","Champagne","Jacquesson","/wineries/champagne-jacquesson/wines/champagne-dizy-terres-rouge-rose-2009","/wineries/champagne-jacquesson/wines/champagne-dizy-terres-rouge-rose-2009","background-image:url(//images.vivino.com/thumbs/JLdedCmCSJijlHXi6RKOhA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","La Luna Lambrusco","3.8","19.99","62","it","Italy","Emilia","Ceci","/wineries/ceci/wines/la-luna-lambrusco-8888","/wineries/ceci/wines/la-luna-lambrusco-8888","background-image:url(//images.vivino.com/thumbs/bOnCBbrzSFqMzmN-iy225g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Belle Epoque Blanc de Blancs Champagne 2004","4.6","324.99","61","fr","France","Champagne","Perrier-Jouët","/wineries/fr-perrier-jouet/wines/belle-epoque-champagne-blanc-de-blancs-brut-2004","/wineries/fr-perrier-jouet/wines/belle-epoque-champagne-blanc-de-blancs-brut-2004","background-image:url(//images.vivino.com/thumbs/Jog8fFrySXqf5KDgYO5klg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prima Volta Brut Superiore Conegliano Valdobbiadene Prosecco","3.6","14.98","61","it","Italy","Veneto","Giavi","/wineries/giavi/wines/prima-volta-brut-superiore-conegliano-valdobbiadene-prosecco-8888","/wineries/giavi/wines/prima-volta-brut-superiore-conegliano-valdobbiadene-prosecco-8888","background-image:url(//images.vivino.com/thumbs/ZMhKVjP9SqWDiorNyj0sug_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Gewürztraminer","3.8","16.99","61","us","United States","Columbia Valley","Treveri","/wineries/treveri/wines/columbia-valley-sparkling-methode-champenoise-gewurztraminer-8888","/wineries/treveri/wines/columbia-valley-sparkling-methode-champenoise-gewurztraminer-8888","background-image:url(//images.vivino.com/wineries/43202/wines/0012s11juu1p8_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco","3.7","14.99","61","it","Italy","Prosecco","Tenuta S. Anna","/wineries/tenuta-s-anna/wines/prosecco-brut-8888","/wineries/tenuta-s-anna/wines/prosecco-brut-8888","background-image:url(//images.vivino.com/thumbs/SYoFRmUERTmuQx3Sg90Nrg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Réserve Brut 2004","3.9","99.99","61","fr","France","Champagne","Veuve Clicquot","/wineries/veuve-clicquot/wines/reims-reserve-champagne-2004","/wineries/veuve-clicquot/wines/reims-reserve-champagne-2004","background-image:url(//images.vivino.com/thumbs/_I2lS834QNqWWUKVenGDIA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Raypay Reserva 2008","4.1","24.99","61","es","Spain","Alicante","Primitivo Quiles","/wineries/primitivo-quiles/wines/raspay-brut-tinto-alicante-2008","/wineries/primitivo-quiles/wines/raspay-brut-tinto-alicante-2008","background-image:url(//images.vivino.com/thumbs/XXGIaQvlSfa1eN7Xgg8Bhg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Clos des Goisses Brut 2003","4.3","187","60","fr","France","Champagne","Philipponnat","/wineries/champagne-philipponnat/wines/le-clos-des-goisses-champagne-brut-2003","/wineries/champagne-philipponnat/wines/le-clos-des-goisses-champagne-brut-2003","background-image:url(//images.vivino.com/thumbs/j8xBtPyiT3ezLlji5QPUUg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","American Champagne Extra Dry","2.3","4.99","60","us","United States","California","J. Roget","/wineries/j-roget/wines/extra-dry-champagne-8888","/wineries/j-roget/wines/extra-dry-champagne-8888","background-image:url(//images.vivino.com/thumbs/T47a2nP5S0Odh8qpV10cFQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Tradition Congy Brut","3.9","39.99","59","fr","France","Champagne","Breton Fils","/wineries/breton-fils/wines/champagne-tradition-congy-brut-8888","/wineries/breton-fils/wines/champagne-tradition-congy-brut-8888","background-image:url(//images.vivino.com/thumbs/010b4lykj1pi8_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Chardonnay - Pinot Noir Brut","3.4","13.99","59","fr","France","Pays d'Oc","Les Jamelles","/wineries/les-jamelles/wines/mthode-traditionnelle-chardonnay-pinot-noir-brut-8888","/wineries/les-jamelles/wines/mthode-traditionnelle-chardonnay-pinot-noir-brut-8888","background-image:url(//images.vivino.com/thumbs/qRRTpzhFQSupmNCNBm1H_w_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Grande Réserve Premier Cru Brut","4.2","49.99","59","fr","France","Champagne","Champagne Pierre Morlet","/wineries/champagne-pierre-morlet-et-fils/wines/pierre-morlet-champagne-grande-reserve-premier-cru-8888","/wineries/champagne-pierre-morlet-et-fils/wines/pierre-morlet-champagne-grande-reserve-premier-cru-8888","background-image:url(//images.vivino.com/thumbs/iBWtHxHXTyyMNIT0dFjfBg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Extra Brut Celebris Rosé 2007","3.9","151","58","fr","France","Champagne","Gosset","/wineries/champagne-gosset/wines/celebris-blanc-de-blancs-extra-brut-2007","/wineries/champagne-gosset/wines/celebris-blanc-de-blancs-extra-brut-2007","background-image:url(//images.vivino.com/thumbs/ViJuGUVDTzSVQC059HukLA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Noblesse Metodo Classico Brut","3.9","39.99","58","it","Italy","Terre Siciliane","Benanti","/wineries/benanti/wines/noblesse-metodo-classico-brut-8888","/wineries/benanti/wines/noblesse-metodo-classico-brut-8888","background-image:url(//images.vivino.com/thumbs/00vjx47sder50_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Lieux-dits La Cote Faron Blanc de Noirs Grand Cru Ay Extra Brut","4.5","467","58","fr","France","Champagne","Jacques Selosse","/wineries/jacques-selosse/wines/champagne-lieux-dits-la-cote-faron-blanc-de-noirs-grand-cru-8888","/wineries/jacques-selosse/wines/champagne-lieux-dits-la-cote-faron-blanc-de-noirs-grand-cru-8888","background-image:url(//images.vivino.com/thumbs/liJzaN_cSpOzjdEv0q4EbQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc Souverain pur Chardonnay","4.1","59.99","58","fr","France","Champagne","Henriot","/wineries/champagne-henriot/wines/chardonnay-8888","/wineries/champagne-henriot/wines/chardonnay-8888","background-image:url(//images.vivino.com/thumbs/oDRNzfV0R1G0WyjgE4xGOA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Sweet Star","3.9","18.99","58","us","United States","California","Chandon","/wineries/us-chandon/wines/sweet-star-8888","/wineries/us-chandon/wines/sweet-star-8888","background-image:url(//images.vivino.com/thumbs/7xoyskHBQTOoXI4G5MS-mA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Riesling Brut","4.0","15.99","58","de","Germany","Pfalz","Dr. Von Bassermann-Jordan","/wineries/de-dr-von-bassermann-jordan/wines/ceheimer-rat-drvon-riesling-burt-nature-8888","/wineries/de-dr-von-bassermann-jordan/wines/ceheimer-rat-drvon-riesling-burt-nature-8888","background-image:url(//images.vivino.com/thumbs/jpVTLOr9SFqIaQoarU-zNQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Réserve Blanc de Blancs d'Aÿ Grand Cru Brut Millésimé","4.0","49.99","58","fr","France","Champagne","Gaston Chiquet","/wineries/champagne-gaston-chiquet/wines/blanc-de-blancs-da-brut-8888","/wineries/champagne-gaston-chiquet/wines/blanc-de-blancs-da-brut-8888","background-image:url(//images.vivino.com/thumbs/default_label_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Brut","3.5","17.14","58","us","United States","Mendocino County","Scharffenberger","/wineries/scharffenberger-cellars/wines/scharffenberger-8888","/wineries/scharffenberger-cellars/wines/scharffenberger-8888","background-image:url(//images.vivino.com/thumbs/PtloJ4qBT-K7SoBSHgdmzQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut 2006","3.9","69.99","57","fr","France","Champagne","Piper-Heidsieck","/wineries/piper-heidsieck-champagne/wines/1443215-champagne-brut-2006","/wineries/piper-heidsieck-champagne/wines/1443215-champagne-brut-2006","background-image:url(//images.vivino.com/thumbs/HXPHKt_7RBWSTPTWurfPEQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Metodo Classico Brut 2012","3.9","43.99","57","it","Italy","Langhe","Parusso","/wineries/parusso-armando-di-parusso-flli/wines/metodo-classico-brut-2012","/wineries/parusso-armando-di-parusso-flli/wines/metodo-classico-brut-2012","background-image:url(//images.vivino.com/thumbs/j-udGwFWRtelx7f2ElqMSw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Les Couarres Extra Brut 2010","4.2","99.99","56","fr","France","Champagne","Chartogne-Taillet","/wineries/chartogne-taillet/wines/champagne-couarres-chateau-extra-brut-2010","/wineries/chartogne-taillet/wines/champagne-couarres-chateau-extra-brut-2010","background-image:url(//images.vivino.com/thumbs/qlOvixazTAapuGY3VndGpw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Brut 2012","4.0","22.99","56","us","United States","Willamette Valley","Argyle","/wineries/argyle/wines/oregon-sparkling-chardonnay-pinot-noir-brut-2012","/wineries/argyle/wines/oregon-sparkling-chardonnay-pinot-noir-brut-2012","background-image:url(//images.vivino.com/thumbs/028s8a747esho_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Extra Brut 2006","4.2","84.99","56","fr","France","Champagne","Billecart-Salmon","/wineries/champagne-billecart-salmon/wines/champagne-extra-brut-2006","/wineries/champagne-billecart-salmon/wines/champagne-extra-brut-2006","background-image:url(//images.vivino.com/thumbs/0218t0x327vbb_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne La Grande Dame Brut 1985","4.3","496","56","fr","France","Champagne","Veuve Clicquot","/wineries/veuve-clicquot/wines/ponsardin-la-grande-dame-champagne-brut-1985","/wineries/veuve-clicquot/wines/ponsardin-la-grande-dame-champagne-brut-1985","background-image:url(//images.vivino.com/thumbs/IQ7pIVqFQQyrOz5hTdvxdw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Blanc de Noirs Brut 2013","4.2","37.99","55","us","United States","North Coast","Schramsberg","/wineries/schramsberg-vineyards/wines/blanc-de-noirs-2013","/wineries/schramsberg-vineyards/wines/blanc-de-noirs-2013","background-image:url(//images.vivino.com/thumbs/LS7C62BjR-OL5ms-Sp-Ckw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Select Cuvée Brut","3.5","13.95","55","us","United States","Sonoma County","Piper Sonoma","/wineries/piper-sonoma-sparkling-vineyards/wines/sonoma-county-methode-champenoise-select-cuvee-brut-8888","/wineries/piper-sonoma-sparkling-vineyards/wines/sonoma-county-methode-champenoise-select-cuvee-brut-8888","background-image:url(//images.vivino.com/thumbs/q-KfM5DGQSWYOhhAzHr6pA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Fleur de Champagne 2002","4.4","281.74","55","fr","France","Champagne","Perrier-Jouët","/wineries/fr-perrier-jouet/wines/fleur-de-champagne-brut-2002","/wineries/fr-perrier-jouet/wines/fleur-de-champagne-brut-2002","background-image:url(//images.vivino.com/thumbs/uKvjM5NIRnOtWdxneBMbWA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Franciacorta Brut Rosé 2012","3.8","54.98","55","it","Italy","Franciacorta","Ferghettina","/wineries/ferghettina/wines/franciacorta-brut-rose-2012","/wineries/ferghettina/wines/franciacorta-brut-rose-2012","background-image:url(//images.vivino.com/thumbs/023jtlv4st834_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Comtes de Champagne Blanc de Blancs 1990","4.7","502","55","fr","France","Champagne","Taittinger","/wineries/taittinger/wines/comtes-de-champagne-brut-blanc-de-blancs-1990","/wineries/taittinger/wines/comtes-de-champagne-brut-blanc-de-blancs-1990","background-image:url(//images.vivino.com/thumbs/OeL3EiyHRxu13RumGiZ68g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Dizy-Corne Bautray Extra Brut 2004","4.3","230","54","fr","France","Champagne","Jacquesson","/wineries/champagne-jacquesson/wines/dizy-corne-bautray-2004","/wineries/champagne-jacquesson/wines/dizy-corne-bautray-2004","background-image:url(//images.vivino.com/thumbs/02iungglkto13_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Pet'Sec Méthode Ancestrale","3.5","26.99","54","fr","France","Vin de France","Les Capriades","/wineries/les-capriades/wines/pet-sec-8888","/wineries/les-capriades/wines/pet-sec-8888","background-image:url(//images.vivino.com/thumbs/4z-z0LA9SXaRCCjHKqgmZw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Vertus Premier Cru Cœur de Terroir 2004","3.9","99.98","54","fr","France","Champagne","Pascal Doquet","/wineries/pascal-doquet/wines/champagne-vertus-premier-cru-2004","/wineries/pascal-doquet/wines/champagne-vertus-premier-cru-2004","background-image:url(//images.vivino.com/thumbs/02kyk82w13wqj_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Ace of Spades Demi-Sec Champagne","4.5","359.98","54","fr","France","Champagne","Armand de Brignac","/wineries/armand-de-brignac/wines/champagne-demi-sec-8888","/wineries/armand-de-brignac/wines/champagne-demi-sec-8888","background-image:url(//images.vivino.com/thumbs/1375460653_40218_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Grand Cru Cuvée 1522 Brut 2002","4.3","119.99","54","fr","France","Champagne","Philipponnat","/wineries/champagne-philipponnat/wines/cuve-1522-champagne-grand-cru-millesime-brut-2002","/wineries/champagne-philipponnat/wines/cuve-1522-champagne-grand-cru-millesime-brut-2002","background-image:url(//images.vivino.com/thumbs/01oituw0s5rwg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cuvée Jean Philippe Methode Traditionnelle Brut","3.7","9.89","53","fr","France","Languedoc-Roussillon","Rosier","/wineries/rosier/wines/cuve-jean-philippe-methode-traditionnelle-brut-8888","/wineries/rosier/wines/cuve-jean-philippe-methode-traditionnelle-brut-8888","background-image:url(//images.vivino.com/thumbs/01o4dj7cut0eg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Sidre Brut Tendre","3.6","17.99","53","fr","France","Calvados","Not a Wine","/wineries/not-wine/wines/sidre-brut-tendre-8888","/wineries/not-wine/wines/sidre-brut-tendre-8888","background-image:url(//images.vivino.com/thumbs/00he1bqh7h4nf_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Fiori di Prosecco","3.5","13.99","53","it","Italy","Prosecco di Conegliano-Valdobbiadene","Clara C","/wineries/clara-c/wines/fiori-di-prosecco-8888","/wineries/clara-c/wines/fiori-di-prosecco-8888","background-image:url(//images.vivino.com/thumbs/Ja2ag8mvRl6mb8ql9stPBA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco","3.6","8.99","53","it","Italy","Prosecco","Cara Mia","/wineries/cara-mia/wines/sparkling-prosecco-8888","/wineries/cara-mia/wines/sparkling-prosecco-8888","background-image:url(//images.vivino.com/thumbs/iV2hLo27TS-SqzIBXhZ2TQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Palmes D'Or Rosé 2005","4.1","154.95","53","fr","France","Champagne","Nicolas Feuillatte","/wineries/nicolas-feuillatte/wines/palmes-d-or-champagne-brut-ros-2005","/wineries/nicolas-feuillatte/wines/palmes-d-or-champagne-brut-ros-2005","background-image:url(//images.vivino.com/thumbs/02hyuail6yess_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
